,cx,cy,MAE,DZNCC,RMSE,MAPE,DSSIM,ZNCC,SSIM,Optimiser
0,577.7225032350815,-58.36711893821506,0.02011067866429901,0.0018837434368163541,0.08680625033449223,0.06452743709087372,0.016833780452903846,0.9962325131263673,0.9663324390941923,NSGA2
1,577.7098314255741,-57.355562081353696,0.01961194248826291,0.001703892759718384,0.08255707304935395,0.06081155687570572,0.016865370746465158,0.9965922144805632,0.9662692585070697,NSGA2
2,577.7062471183273,-57.34756371639811,0.01966436572921726,0.0017102760239598447,0.08270847274491985,0.06059901416301727,0.016983151015016795,0.9965794479520803,0.9660336979699664,NSGA2
3,577.7134315677752,-57.35541989347537,0.019610769411728995,0.0017038509794398693,0.08255854279666103,0.062108363956213,0.016879478228563782,0.9965922980411203,0.9662410435428724,NSGA2
4,577.7062471183273,-57.94610978610225,0.020268765746418164,0.002288134044521606,0.0956693541317566,0.06116457283496857,0.014904692679632903,0.9954237319109568,0.9701906146407342,NSGA2
5,577.7089980088806,-58.17936022531558,0.020140138378763963,0.0020423041120284924,0.09038105904749907,0.06017171964049339,0.01571711642359913,0.995915391775943,0.9685657671528017,NSGA2
6,577.7132916911615,-57.355562081353696,0.01960970225989558,0.0017040027521450507,0.08255777202039152,0.06207999214529991,0.01687645581151559,0.9965919944957099,0.9662470883769688,NSGA2
7,577.726509839268,-58.34814875762684,0.0200964136109762,0.0018994266182228992,0.08716342002939918,0.06350673735141754,0.016633333733228284,0.9962011467635542,0.9667333325335434,NSGA2
8,577.7128047629953,-58.32376131651771,0.020145943684737738,0.0019223530840213887,0.08769086283138995,0.06320179998874664,0.016527018886222433,0.9961552938319572,0.9669459622275551,NSGA2
9,577.7131305340713,-58.118453783077875,0.020132657249170308,0.002098915331066875,0.09162612461573007,0.06230172887444496,0.01541627965091541,0.9958021693378662,0.9691674406981692,NSGA2
10,577.7229332491195,-58.36711893821506,0.020113279352841185,0.0018838534078031155,0.08680775285924401,0.0645255520939827,0.016833436809217672,0.9962322931843938,0.9663331263815647,NSGA2
11,577.7159859468903,-58.04165615581911,0.02017277425327829,0.0021790338114467955,0.09336085659783701,0.06246171519160271,0.015100379126810892,0.9956419323771064,0.9697992417463782,NSGA2
12,577.7132916911615,-58.278102695532965,0.02017664287629513,0.0019539723976040313,0.0884077077561415,0.06331794708967209,0.016264585645184848,0.9960920552047919,0.9674708287096303,NSGA2
13,577.7091032841577,-58.34814875762684,0.02010986446697426,0.0018996377691435917,0.08716985422937686,0.0617070309817791,0.01667797745816918,0.9962007244617128,0.9666440450836616,NSGA2
14,577.7158394606306,-58.095231122218415,0.020134272996094382,0.0021216306459446166,0.0921233451340883,0.06249598041176796,0.01530499926958212,0.9957567387081108,0.9693900014608358,NSGA2
15,577.723252574153,-58.00419159844922,0.02019105021652906,0.0022191314852305632,0.09421740775844312,0.06360693275928497,0.014979656563170629,0.9955617370295389,0.9700406868736587,NSGA2
16,577.7232449340694,-57.983832302620584,0.020210663676744373,0.0022400342780938276,0.09465878213596572,0.06396806240081787,0.014948890009922888,0.9955199314438123,0.9701022199801542,NSGA2
17,577.7133414187477,-58.15795045257994,0.020132609820199935,0.002063704063461236,0.09085504056025734,0.061763979494571686,0.015615338955753844,0.9958725918730775,0.9687693220884923,NSGA2
18,577.7134444442397,-58.16281974376517,0.020121909844483567,0.0020546482920511533,0.0906570061773629,0.0617375448346138,0.015630510913409223,0.9958907034158977,0.9687389781731816,NSGA2
19,577.7160613254007,-58.216368750698656,0.020141286159847012,0.002008357616966161,0.08962870952756158,0.06267659366130829,0.01590536791421987,0.9959832847660677,0.9681892641715603,NSGA2
20,577.7133561874014,-58.24646858467564,0.020164059970454912,0.001980127893799588,0.08899823746516479,0.06292961537837982,0.01606981674924618,0.9960397442124008,0.9678603665015076,NSGA2
21,577.7159859468903,-58.01898010822063,0.020186538140480815,0.002204034473864802,0.09389687681006388,0.06252987682819366,0.015034563488393715,0.9955919310522704,0.9699308730232126,NSGA2
22,577.7062471183273,-58.23245853020707,0.020162630777480976,0.0019922191193135763,0.08926854605807676,0.061029303818941116,0.01601161495178155,0.9960155617613728,0.9679767700964369,NSGA2
23,577.7158658090906,-58.13794478696841,0.020134522788671685,0.002081208515460564,0.09123857059160251,0.06308955699205399,0.015509123948191594,0.9958375829690789,0.9689817521036168,NSGA2
24,577.709869519443,-58.062383374391175,0.020157222293892666,0.0021547764434529104,0.09283872069478147,0.060443583875894547,0.015167979961576983,0.9956904471130942,0.969664040076846,NSGA2
25,577.708784843136,-58.0712693560255,0.020151315806115427,0.0021452478390440177,0.09263189677151182,0.06041134521365166,0.015203279296395644,0.995709504321912,0.9695934414072087,NSGA2
26,577.7066058607674,-58.28275086211746,0.020191755327221953,0.0019502495756991145,0.08832501986662818,0.06180797144770622,0.01631003775208595,0.9960995008486018,0.9673799244958281,NSGA2
27,577.7063749837151,-58.28275086211746,0.02019202092945605,0.0019503001666038577,0.0883252480838015,0.06177763268351555,0.016310551380348648,0.9960993996667923,0.9673788972393027,NSGA2
28,577.7097827534425,-58.25615014408876,0.02017040122379391,0.0019722357131293777,0.08881984567672313,0.06184990704059601,0.016119671462866192,0.9960555285737412,0.9677606570742676,NSGA2
29,577.711297684859,-58.13794478696841,0.02013946488738465,0.002081369053790305,0.09124203175832751,0.06182432919740677,0.015514371404769745,0.9958372618924194,0.9689712571904605,NSGA2
30,577.7087469563261,-58.22481259085324,0.020153037477740002,0.0020002212570853772,0.08944624180433576,0.06092368811368942,0.01596640396021698,0.9959995574858292,0.968067192079566,NSGA2
31,577.7158394606306,-57.97775303934361,0.020219447522057635,0.0022506286999146585,0.09488185485954063,0.06375137716531754,0.014939404202319706,0.9954987426001707,0.9701211915953606,NSGA2
32,577.7158821668089,-58.189524810904445,0.020134438997490692,0.002033421023104276,0.09018828156819698,0.062184352427721024,0.01575811720951531,0.9959331579537914,0.9684837655809694,NSGA2
33,577.7063241122664,-57.95213323503725,0.02025691324672171,0.002277441881029074,0.09544434117867971,0.06127443537116051,0.014906245258414219,0.9954451162379419,0.9701875094831716,NSGA2
34,577.7089980088806,-58.018764378446235,0.020192862003197344,0.00220418624658808,0.09389925925145261,0.06057821214199066,0.015034069881117273,0.9955916275068238,0.9699318602377655,NSGA2
35,577.7089866667752,-58.208691756393705,0.020155113285676703,0.0020169580702606438,0.08982252075927974,0.060744691640138626,0.015887704030046357,0.9959660838594787,0.9682245919399073,NSGA2
36,577.5959785157812,-57.35592400713744,0.019636719382386272,0.0017059252064108854,0.08260712547966154,0.062013812363147736,0.016854785862719934,0.9965881495871782,0.9662904282745601,NSGA2
37,577.715826584166,-58.080129030818505,0.020136405718795533,0.0021355937348227494,0.09242310045811072,0.06239499896764755,0.015231676366023739,0.9957288125303545,0.9695366472679525,NSGA2
38,577.7089361508716,-58.062383374391175,0.020157350352112677,0.0021546368308797414,0.09283817150266016,0.0603109635412693,0.015168708349648397,0.9956907263382405,0.9696625833007032,NSGA2
39,577.7160489730961,-57.98298286852016,0.02021593619728428,0.002245396913997111,0.09477193555131128,0.06384583562612534,0.014951811611223775,0.9955092061720058,0.9700963767775524,NSGA2
40,577.715826584166,-58.08456562790517,0.0201334082078679,0.002130909696553107,0.0923217361178867,0.06243966892361641,0.015249670277312333,0.9957381806068938,0.9695006594453753,NSGA2
41,577.5872705342867,-57.35591570045454,0.019642319162821758,0.001706017577844443,0.08260996269419572,0.061909548938274384,0.01686193138725478,0.9965879648443111,0.9662761372254904,NSGA2
42,577.7106122819381,-57.97278351310185,0.020229130936842317,0.0022561012627488886,0.094996182140795,0.06214198097586632,0.014929618252045085,0.9954877974745022,0.9701407634959098,NSGA2
43,577.7068959019565,-57.96376535150295,0.020246611674356485,0.0022667846865356833,0.09522171451676972,0.06139516830444336,0.01490778931568787,0.9954664306269286,0.9701844213686243,NSGA2
44,577.7105068794834,-58.19766182429498,0.020141196044803304,0.002025204387243018,0.09000253934638261,0.06094915419816971,0.015810313016502264,0.995949591225514,0.9683793739669955,NSGA2
45,577.7130084098147,-57.98961268098383,0.02020090279464141,0.0022349036749231277,0.09454818964008813,0.06305541843175888,0.01496057274348711,0.9955301926501537,0.9700788545130258,NSGA2
46,577.7089980088806,-58.18222473833162,0.020136895818156062,0.0020377718409125833,0.09028489249158295,0.060199227184057236,0.015730335973361986,0.9959244563181748,0.968539328053276,NSGA2
47,577.7062471183273,-58.247432196652554,0.020180343916949974,0.0019803808483082608,0.08900394841150332,0.06145777553319931,0.016088740280399638,0.9960392383033835,0.9678225194392007,NSGA2
48,577.708308382423,-58.195171150528786,0.02014125295956775,0.0020249514327343454,0.09000015915040432,0.06050659343600273,0.01580111666423628,0.9959500971345313,0.9683977666715274,NSGA2
49,577.709829863545,-58.25615014408876,0.020170162497976363,0.0019722444917625315,0.08881976112815751,0.06185663118958473,0.0161195353608099,0.9960555110164749,0.9677609292783802,NSGA2
